"콘텐츠명","추천인ID","생성일"
"제주라프별빛축제","U000000000011554",19/03/26
"올레7돈 (올레칠돈)","U000000000011594",19/03/28
"트랜스포머 오토봇 얼라이언스","U000000000004973",19/04/09
"거문오름(UNESCO 세계자연유산)","U000000000011760",19/04/02
"선물고팡","U000000000011828",19/04/03
"카멜리아힐","U000000000012122",19/04/11
"수두리보말칼국수","U000000000014707",19/06/20
"순옥이네 명가","U000000000012134",19/04/11
"보롬왓 축제","U000000000012181",19/04/13
"제주김녕미로공원","U000000000012366",19/04/19
"주상절리대(중문대포해안)","U000000000012575",19/04/26
"제주관광공사 시내면세점(외국인)","U000000000012542",19/04/26
"환상숲 곶자왈공원","U000000000012575",19/04/26
"산지천갤러리","U000000000012515",19/04/28
"남원종합경기장","U000000000012515",19/04/28
"재밋섬파크","U000000000012515",19/04/28
"밧세미 (밭생이)","U000000000012515",19/04/28
"용눈이오름","U000000000012515",19/04/28
"김녕금속공예벽화마을","U000000000012515",19/04/28
"너븐숭이 4.3기념관","U000000000012515",19/04/28
"마라도성당","U000000000012515",19/04/28
"제주올레 20코스","U000000000012515",19/04/28
"제주올레 21코스","U000000000012515",19/04/28
"해녀박물관","U000000000012515",19/04/28
"입산봉(삿갓오름)","U000000000012515",19/04/28
"북오름 (鼓岳)","U000000000012515",19/04/28
"행원육상양식단지","U000000000012515",19/04/28
"비치미오름","U000000000012515",19/04/28
"알진오름(안친오름)","U000000000012515",19/04/28
"묘산봉 (괴살메)","U000000000012515",19/04/28
"밧돌오름","U000000000012515",19/04/28
"성불오름","U000000000012515",19/04/28
"세인트포골프장","U000000000012515",19/04/28
"김녕해수욕장야영장","U000000000012515",19/04/28
"돝오름(돗오름)","U000000000012515",19/04/28
"송당본향당","U000000000012515",19/04/28
"사려니숲길","U000000000012879",19/05/04
"협재해수욕장","U000000000012879",19/05/04
"비자림","U000000000012978",19/05/07
"장전리 벚꽃축제길","U000000000013223",19/05/14
"성산일출봉(UNESCO 세계자연유산)","U000000000003857",19/05/09
"교래손칼국수","U000000000014190",19/06/05
"나미송 머무는 곳","U000000000013316",19/05/15
"당근가게","U000000000013529",19/05/21
"마방목지","USR_00000027010",19/05/21
"라포즈","U000000000013545",19/05/21
"정방폭포","U000000000013536",19/05/29
"용눈이오름","U000000000008993",19/05/30
"산굼부리","U000000000008993",19/05/30
"돌하르방 뚝배기","U000000000014190",19/06/05
"셀프웨딩에 버금가는 <제주 우정스냅 명소>","U000000000014235",19/06/07
"제주 해변 포토 스팟 <찬란하게 빛나는 내 인생의 한 컷>","U000000000014235",19/06/07
"내가 먼저 꼭 가보고 싶은 <제주 카페 투어 10>","U000000000014235",19/06/07
"사려니숲길","U000000000014389",19/06/11
"다만프레르","U000000000012282",19/06/11
"협재해수욕장","U000000000014389",19/06/11
"카멜리아힐","U000000000014389",19/06/11
"해비치호텔앤드리조트","U000000000014550",19/06/15
"함덕해수욕장","U000000000014670",19/06/19
"제주 해변 포토 스팟 <찬란하게 빛나는 내 인생의 한 컷>","U000000000014696",19/06/19
"순옥이네 명가","U000000000014707",19/06/20
"어진이네횟집","U000000000014707",19/06/20
"나날 게스트하우스","U000000000014723",19/06/20
"제주마로펜션","U000000000014883",19/06/24
"미친부엌","U000000000013205",19/06/29
"익스트림제주 카약올레","U000000000015214",19/07/04
"금빌레509","U000000000015278",19/07/05
"우리희망이 게스트하우스","U000000000015233",19/07/04
"제주김만복(만복이네김밥집)","USR_00000017164",19/07/18
"벨롱장","U000000000012062",19/07/07
"카페콧수염","U000000000015244",19/07/08
"협재해수욕장","U000000000014347",19/07/13
"거문오름(UNESCO 세계자연유산)","U000000000015846",19/07/18
"성산일출봉(UNESCO 세계자연유산)","U000000000015810",19/07/19
"우도(해양도립공원)","U000000000015810",19/07/19
"슬슬슬로우","U000000000016098",19/07/24
"플레이케이팝","U000000000016024",19/07/23
"막숙","U000000000016125",19/07/25
"나날 게스트하우스","U000000000016143",19/07/25
"환상숲 곶자왈공원","USR_00000027265",19/07/27
"濟州膳제주선","U000000000016376",19/07/30
"오설록티뮤지엄","U000000000016390",19/07/31
"카멜리아힐","U000000000016390",19/07/31
"에코랜드 테마파크","U000000000016390",19/07/31
"제주김녕미로공원","U000000000016390",19/07/31
"한림공원","U000000000016390",19/07/31
"아쿠아플라넷 제주","U000000000016390",19/07/31
"제주 강남해물탕","USR_00000021561",19/08/01
"하예포구(예래포구)","U000000000016490",19/08/02
"토마스하우스","U000000000016490",19/08/02
"이니스프리제주하우스","U000000000016490",19/08/02
"자구내포구","U000000000016490",19/08/02
"고산일과해안도로","U000000000016490",19/08/02
"신창풍차해안도로","U000000000016490",19/08/02
"새별오름","U000000000016490",19/08/02
"곽지해수욕장","U000000000016490",19/08/02
"사계 용머리해안 (해산물)","U000000000016490",19/08/02
"신창풍차해안도로","U000000000013073",19/08/07
"나날 게스트하우스","U000000000016628",19/08/05
"한림공원","U000000000016741",19/08/08
"누웨마루 페스티벌","U000000000016756",19/08/08
"생각하는정원","U000000000016745",19/08/08
"동우네","U000000000016797",19/08/09
"맛나리","U000000000016797",19/08/09
"함덕카페거리","U000000000016472",19/08/09
"서연의집(영화 건축학개론)","U000000000016801",19/08/09
"박물관은 살아있다","U000000000015114",19/08/10
"마방목지","U000000000016895",19/08/12
"스마일모텔","U000000000016928",19/08/12
"세화해변","U000000000016741",19/08/12
"조금 더 특별한 제주도, 제주도 이색체험 <제주도에서 경험하는 특별한 체험. 연인과 함께라면 더 즐거운 제주도!>","U000000000016938",19/08/12
"로컬투어 마을참견 7 <물 좋은 마을에서 모살뜸 디톡스 변영란·변영희 삼촌의 삼양동>","U000000000016938",19/08/12
"틸다하우스","U000000000016938",19/08/12
"에코랜드 테마파크","U000000000016762",19/08/13
"우도(해양도립공원)","U000000000017058",19/08/15
"카멜리아힐","U000000000016995",19/08/13
"아침미소목장","U000000000016504",19/08/14
"이호테우말등대","U000000000017004",19/08/15
"명당양과","U000000000017004",19/08/15
"성산일출봉(UNESCO 세계자연유산)","U000000000017058",19/08/15
"천지연폭포","U000000000017058",19/08/15
"비자림","U000000000017058",19/08/15
"검멀레동굴","U000000000017073",19/08/15
"밝은오름","U000000000017149",19/08/17
"논짓물","U000000000017081",19/08/17
"쇠소깍","U000000000017225",19/08/19
"제주올레 18-1코스","U000000000017084",19/08/18
"쇠소깍","U000000000017172",19/08/18
"안덕계곡","U000000000017225",19/08/19
"새빌","U000000000013369",19/08/20
"리치망고","U000000000017282",19/08/20
"한담해변","U000000000017121",19/08/21
"제주올레 7코스","U000000000017307",19/08/21
"2018년 10월 놓치지 말아야 할 제주 관광 10선 <10월의 어느 멋진 날, 제주 컬러보레이션(Colorboration)>","U000000000014477",19/08/21
"2017년 10월 놓치지 말아야 할 제주 관광 10선  <10월은 나를 위해, 제주 욜로 라이프 10>","U000000000014477",19/08/21
"명진전복","U000000000017338",19/08/21
"외돌개","U000000000017338",19/08/22
"협재해수욕장","U000000000017338",19/08/22
"성산일출봉(UNESCO 세계자연유산)","U000000000017607",19/08/28
"사려니숲길","U000000000017607",19/08/28
"우도(해양도립공원)","U000000000017607",19/08/28
"협재해수욕장","U000000000017607",19/08/28
"월정리해변","U000000000017096",19/09/05
"섭지코지","U000000000017607",19/08/28
"협재해수욕장","U000000000017660",19/08/29
"제주올레 7-1코스","U000000000018156",19/09/12
"제주올레 7코스","U000000000018156",19/09/12
"제주목관아","U000000000018493",19/09/21
"오설록티뮤지엄","U000000000012804",19/09/13
"성읍마을","U000000000012804",19/09/13
"제주김만복(만복이네김밥집)","U000000000018376",19/09/18
"우연히 행복해지다","USR_00000001991",19/10/04
"Heaven of Oreum Volcanic Cones <A Solid Course to Hike is Gogeunsan Mountain (Oreum)>","U000000000018544",19/09/22
"금악오름(왕매)","U000000000018061",19/09/25
"모시란","U000000000018729",19/09/26
"제주러브랜드","U000000000017939",19/09/29
"성산일출봉(UNESCO 세계자연유산)","U000000000019138",19/10/04
"산굼부리","U000000000019138",19/10/04
"성산일출봉(UNESCO 세계자연유산)","U000000000019381",19/10/11
"우도(해양도립공원)","U000000000019381",19/10/11
"협재해수욕장","U000000000019381",19/10/11
"만장굴","U000000000019537",19/10/16
"제주판타지월드","U000000000019717",19/10/22
"산굼부리","U000000000019632",19/10/20
"테디베어사파리 테지움","U000000000019717",19/10/22
"한림공원","U000000000019717",19/10/22
"토이파크","U000000000019717",19/10/22
"카멜리아힐","U000000000019717",19/10/22
"한담해변","U000000000019853",19/10/28
"제주절물자연휴양림","U000000000019853",19/10/28
"이호테우말등대","U000000000019853",19/10/28
"용두암","U000000000019853",19/10/28
"주상절리대(중문대포해안)","U000000000019853",19/10/28
"천제연폭포","U000000000019853",19/10/28
"명진전복","U000000000019853",19/10/28
"우진해장국","U000000000019853",19/10/28
"애월더선셋","U000000000019853",19/10/28
"동문재래시장","U000000000019853",19/10/28
"서귀포매일올레시장","U000000000019853",19/10/28
"제주민속오일시장","U000000000019853",19/10/28
"중문향토오일시장","U000000000019853",19/10/28
"비자림","U000000000019893",19/10/29
"사려니숲길","U000000000020691",19/11/27
"리치망고우도점","U000000000020900",19/12/04
"아이스뮤지엄","U000000000021653",20/01/01
"서귀포 펍크롤(중단)","U000000000021395",19/12/21
"숲속 작은 오두막처럼 편안한 <초록초록카페>","U000000000021578",19/12/28
"사려니숲길","U000000000021882",20/01/09
"협재해수욕장","U000000000021730",20/01/04
"황궁쟁반탐라원","U000000000021819",20/01/07
"이호테우말등대","U000000000021882",20/01/09
"사려니숲길","U000000000021911",20/01/10
"다끄네포구(용담포구)","U000000000021882",20/01/09
"용두암","U000000000021882",20/01/09
"제주절물자연휴양림","U000000000021882",20/01/09
"한라산국립공원","U000000000021882",20/01/09
"오라동 청보리-메밀꽃밭","U000000000021882",20/01/09
"마방목지","U000000000021882",20/01/09
"산지등대","U000000000021882",20/01/09
"한라수목원","U000000000021882",20/01/09
"도두봉","U000000000021882",20/01/09
"외돌개","U000000000021882",20/01/09
"도두동 무지개 해안도로","U000000000021882",20/01/09
"이호-내도 해안도로","U000000000021882",20/01/09
"백록담","U000000000021882",20/01/09
"중엄리새물","U000000000021882",20/01/09
"게우지코지","U000000000021882",20/01/09
"황우지해안","U000000000021882",20/01/09
"성산일출봉(UNESCO 세계자연유산)","U000000000021882",20/01/09
"성산 유채꽃재배단지","U000000000021882",20/01/09
"섭지코지","U000000000021882",20/01/09
"종달리전망대","U000000000021882",20/01/09
"김녕사굴","U000000000021882",20/01/09
"방일리공원","U000000000021882",20/01/09
"제주레일바이크","U000000000021825",20/01/10
"한림공원","U000000000021950",20/01/11
"천지연폭포","U000000000021912",20/01/10
"평대스낵","U000000000022055",20/01/15
"만장굴","U000000000021260",20/01/13
"테라로사","U000000000022055",20/01/14
"로봇스퀘어[운영중단]","U000000000022058",20/01/15
"헬로키티아일랜드","U000000000022058",20/01/15
"도두동 무지개 해안도로","U000000000022058",20/01/15
"명랑스낵","U000000000022055",20/01/15
"한림항","U000000000022099",20/01/16
"휴애리 자연생활공원","U000000000022099",20/01/16
"동백포레스트","U000000000022099",20/01/16
"세화해변","U000000000022099",20/01/16
"김녕해수욕장","U000000000022099",20/01/16
"사려니숲길","U000000000022099",20/01/16
"한림민속오일시장","U000000000022099",20/01/16
"용눈이오름","U000000000022112",20/01/17
"성산일출봉(UNESCO 세계자연유산)","U000000000022105",20/01/16
"성산일출봉(UNESCO 세계자연유산)","U000000000012984",20/01/16
"로봇스퀘어[운영중단]","U000000000022112",20/01/17
"박물관은 살아있다","U000000000022203",20/01/19
"원더먼트제주","U000000000022208",20/01/19
"카페글렌코","U000000000022208",20/01/19
"다이나믹메이즈","U000000000022203",20/01/19
"세리월드 테마파크","U000000000022203",20/01/19
"테디베어사파리 테지움","U000000000022203",20/01/19
"서프라이즈테마파크","U000000000022161",20/01/19
"천지연폭포","U000000000022276",20/01/21
"한담해변","U000000000022276",20/01/21
"천제연폭포","U000000000022276",20/01/21
"B일상잡화점","U000000000022276",20/01/21
"방주교회","U000000000022276",20/01/21
"협재해수욕장","U000000000022276",20/01/21
"오설록티뮤지엄","U000000000022276",20/01/21
"송악산","U000000000022276",20/01/21
"제주러브랜드","U000000000022055",20/01/21
"한라산영실코스","U000000000022055",20/01/21
"오라동 청보리-메밀꽃밭","U000000000022055",20/01/21
"제주레일바이크","U000000000022055",20/01/21
"성산일출봉(UNESCO 세계자연유산)","U000000000022295",20/01/24
