이름,지역,태그,주소,좋아요,찜하기,리뷰,방문했어요,조회,SNS공유,소개,상세정보,이용시간,편의시설,기타상세,상세텍스트,tag_lst,회,흑돼지,초밥,돈카츠,고기국수,생선,이탈리안,햄버거,한식,뚝배기,칼국수,오메기,라면,카페,술,기타,cat_num,cluster_num,co2
커피가게&쉬고가게,서귀포시 > 표선,"#표선 #해비치 #빙수
#민박 #음식 #카페 #망고빙수 #팥빙수",제주특별자치도 서귀포시 표선면 민속해안로 593,0,0,0,0,118,0,표선해수욕장 인근에 위치한 커피가게&쉬고가게는 1층에는 로컬푸드를 이용한 홈메이드 카페이고 2층에는 편안하고 여유롭게 힐링을 즐길 수 있는 민박집이다.,,"평일 : 10:00 ~ 21:00 , 주말 : 10:00 ~ 21:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

여유를 느낄 수 있는 커피가게&쉬고가게

표선해수욕장 인근에 위치한 커피가게&쉬고가게는 1층에는 로컬푸드를 이용한 홈메이드 카페이고 2층에는 편안하고 여유롭게 힐링을 즐길 수 있는 민박집이다. 카페에는 숙소 이용 고객 뿐 만 아니라 여행객도 이용이 가능한 카페이며 다양한 메뉴가 준비되어 있다. 그 중에서 달콤한 제주산 애플망고를 이용해서 만든 제주 쌩 애플망고빙수, 달달한 제주산 팥을 이용하여 만든 제주 팥옛날팥빙수, 수제요거트와 제주 제철과일을 넣고 만든 제주 쌩 요거트는 커피가게&쉬고가게의 대표메뉴이다. 이 외에도 에티오피아, 케냐, 만델린 등의 다양한 원두를 핸드드립으로 맛 볼 수 있어 다양한 메뉴를 선택하는 재미가 있다.","['표선', '해비치', '빙수', '민박', '음식', '카페', '망고빙수', '팥빙수']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커피로카,제주시 > 제주시내,"#카페 #커피 #음료
#빙수 #음식 #팥빙수 #망고빙수 #눈꽃빙수",제주특별자치도 제주시 고마로 86,0,0,0,0,659,0,치즈빙수가 맛있는 제주시카페,일요일 12:00 - 23:00,"평일 : 08:30 ~ 23:00 , 주말 : 08:30 ~ 23:00",,,"상세정보
확장됨

치즈빙수로 유명한 제주시에 위치한 카페다.
내부에 진열되어 있는 책이 많아서 혼자 가서도 책을 읽으며 시간보내기 좋다.
포장시 천원씩 할인되며 인기메뉴인 치즈빙수는 테이크아웃 가능하다.

 ","['카페', '커피', '음료', '빙수', '음식', '팥빙수', '망고빙수', '눈꽃빙수']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커피림,제주시 > 제주시내,"#카페 #커피 #케이크
#음식 #팥빙수 #아메리카노 #카페라떼 #과일주스 #주스 #카페모카 #에스프레소",제주특별자치도 제주시 수목원길 27,0,2,0,0,"1,464",0,커피림은 한라수목원 입구에 위치 한 카페입니다.,"둘째, 넷째 월요일 휴무","평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

커피림은 한라수목원 입구에 위치하고 있어 나무와 숲에 둘러싸여 힐링 할 수 있는 공간이다.
또한 카페에서 직접 만든 수제케이크, 과일모찌 등 다양한 메뉴를 맛볼 수 있다.

   ","['카페', '커피', '케이크', '음식', '팥빙수', '아메리카노', '카페라떼', '과일주스', '주스', '카페모카', '에스프레소']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커피먹는 고냉이,서귀포시 > 성산,"#빙수 #커피 #디저트
#카페 #음식 #수플레 #단호박죽 #전복죽 #아메리카노 #카페라떼 #차 #청귤차",제주특별자치도 서귀포시 성산읍 신양로 103,1,6,0,0,"2,905",0,섭지코지 인근에 위치한 고양이 소품과 제주바다를 담아 놓은 소품들이 있는 카페.,,"평일 : 08:30 ~ 20:30 , 주말 : 08:30 ~ 20:30","현금결제,카드결제,화장실",,"상세정보
확장됨
커피먹는 고냉이

소박함과 정겨움이 가득한 인테리어의 커피먹는 고냉이 카페는 구석구석 커피 먹는 고양이 소품이 놓여있다. 그리고 잘 살펴보면 카페 한 곳에 자리를 잡고 털실을 돌돌 굴리고 있는 인형 같은 진짜 고양이도 함께 볼 수 있다.

커피먹는 고냉이 카페는 인기메뉴인 복분자 빙수 외에도 기본 커피류, 한라봉 스무디, 빅수제 버거, 카야토스트, 수제 생초콜렛 등 다양한 음료와 디저트를 판매하고 있다. 시원 상큼한 빙수 한 그릇을 뚝딱 하고 카페를 나오기 전, 계산대 주변에 있는 작은 병들을 유심하게 살펴보자. 성게 이빨, 보말 껍데기, 성게 가시 등 제주 바다를 담아 놓은 신비로운 소품을 구경할 수 있다. 또한 주변에는 제주 동부 여행지로 손꼽히는 섭지코지와 성산일출봉이 있으니 함께 돌아보는 것을 추천한다.","['빙수', '커피', '디저트', '카페', '음식', '수플레', '단호박죽', '전복죽', '아메리카노', '카페라떼', '차', '청귤차']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
카페유주,제주시 > 한림,"#한림 #디저트카페 #흑당라떼
#노키즈존 #치즈케이크 #까눌레 #음식 #카페",제주특별자치도 제주시 한림읍 한림상로 17,0,0,0,0,154,0,제주시 한림에 위치한 카페유주는 12세 미만의 아이는 출입이 어려운 노키즈존이며 애견을 동반하여 입장이 가능해 반려동물과 함께 다양한 음료와 디저트를 먹으며 여유를 즐길 수 있다.,매주 수요일 정기휴무,"평일 : 11:00 ~ 18:00 , 주말 : 11:00 ~ 18:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

돌담으로 지어진 레트로한 디저트카페

제주시 한림에 위치한 카페유주의 외관은 아담하고 제주도의 느낌이 강한 돌로 지어진 집 형태를 띄고 있으며 실내는 단조로운 공간을 아늑하게 잘 꾸며져있다. 또한 이 곳은 12세 미만의 아이는 출입이 어려운 노키즈존이며 애견을 동반하여 입장이 가능해 반려동물과 함께 다양한 음료와 디저트를 먹으며 여유를 즐길 수 있다. 그 중에서 오키나와산 수제 흑당시럽을 넣어 달달하고 고소한 우유의 맛이 나는 오키나와 흑당라떼, 고급스러운 찻잔에 작은 미니사과들이 담겨 있는 사과홍차, 겉은 바삭하고 속은 촉촉한 까눌레, 부드럽고 고소한 맛을 내는 치즈케이크는 카페유주의 대표메뉴이다. ","['한림', '디저트카페', '흑당라떼', '노키즈존', '치즈케이크', '까눌레', '음식', '카페']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커피앤빵,섬 속의 섬 > 추차도,"#커피 #빵 #에이드
#음식 #아메리카노 #카페라떼 #카페모카 #바닐라라떼 #녹차라떼 #팥빙수 #오미자주스",제주특별자치도 제주시 추자면 추자로 58-1,0,0,0,0,"1,276",3,상추자도에 위치한 브레드 카페,,,,,"상세정보
확장됨

추자도에서 유일하게 커피와 빵을 즐길 수 있는 곳으로, 매일 직접 만든 빵을 구워내고,
직접 담근 청을 이용한 에이드가 관광객의 발길을 사로잡는다.
추자도 특산물인 젓갈과 마른미역 등을 구입할 수 있어 추자를 떠나기 전 방문하기 좋다.

 ","['커피', '빵', '에이드', '음식', '아메리카노', '카페라떼', '카페모카', '바닐라라떼', '녹차라떼', '팥빙수', '오미자주스']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커피주의보,제주시 > 제주시내,"#케이크 #에이드 #음료
#카페 #음식 #바닐라라떼 #딸기라떼 #얼그레이 #캐모마일 #쿠키 #밀크티 #아메리카노",제주시 남광로 16,0,2,0,0,994,0,"l love you more than coffee, 감성충만 도심카페",매주 목요일 휴무,"평일 : 11:00 ~ 23:00 , 주말 : 11:00 ~ 23:00",,,"상세정보
확장됨

남광초등학교 근처에 위치한 커피주의보는 초록초록한 식물과 흰 벽이 어우러진 인테리어로 화사한 느낌을 주는 카페다. 인테리어도 남다르지만, 카라멜슈, 딸기바나나우유 등의 독특한 시그니처 메뉴와 맛좋은 커피로 유명세를 얻고 있다. 이밖에도 무화과 치즈케이크, 딸기청에이드 등이 인기메뉴다. 
복층 다락방 느낌의 좌석 테이블도 있어, 안락한 분위기를 즐기거나 조용히 작업을 하기도 좋다. ","['케이크', '에이드', '음료', '카페', '음식', '바닐라라떼', '딸기라떼', '얼그레이', '캐모마일', '쿠키', '밀크티', '아메리카노']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커피코알라,제주시 > 제주시내,"#카페 #커피 #빙수
#아메리카노 #음식 #핸드드립커피 #팥빙수 #눈꽃우유빙수 #2022고메페스타",제주특별자치도 제주시 과원북4길 71,0,1,0,0,937,0,"나만의 커피의 맛을 찾아서, 커피코알라",일요일 휴무,"평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00",화장실,,"상세정보
확장됨

진하고 맛있는 자신만의 커피를 찾으러 가보자.

대한민국 레스토랑 가이드북으로 알려진 블루리본 서베이 2014 수록 카페이기도
한 커피코알라의 이름은 커피코알라의 주영민 대표의 코알라를 닮은 생김새로 인해 붙여졌다.

카페 안을 들어가면 매장 한가운데에 매달려 있는 코알라 인형을 볼 수 있고,
우유 팥빙수에도 코알라 과자가 등장한다.


커피코알라는 수대의 에스프레소 머신과 그라인더, 브루인 기구를 이용하여 폭넓게 사용할 수 있으며,
커피 맛을 제대로 즐기고 싶다면 약 5가지 싱글 오리진 원두에서 하나를 고르고
자신이 원하는 추출방법을 요구하거나 바리스타에게 브루인 도구를 추천받을 수 있다.

 ","['카페', '커피', '빙수', '아메리카노', '음식', '핸드드립커피', '팥빙수', '눈꽃우유빙수', '2022고메페스타']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커피템플,제주시 > 제주시내,#커피 #카페 #음식,제주특별자치도 제주시 영평길 269 1층,0,1,0,0,458,0,"제주 중선농원에 위치한 커피템플은 김사홍 바리스타가 운영하는 커피템플 3호점으로 감귤밭과 갤러리, 작은 도서관, 게스트 하우스 그리고 커피템플이 함께 한다.",,"평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00","공용주차장,화장실,무료 WIFI,흡연구역",,"상세정보
확장됨

제주 중선농원에 위치한 복합문화공간

제주 중선농원에 위치한 커피템플은 김사홍 바리스타가 운영하는 커피템플 3호점으로 감귤밭과 갤러리, 작은 도서관, 게스트 하우스 그리고 커피템플이 함께 한다. 이곳은 '돌카페' 라고도 불리는데, 기존에 있는 옛 건물을 개조하여 더 멋스러운 장소를 제공한다. 커피템플의 대표 메뉴로는 감귤 또는 오렌지 가니쉬를 올린 달콤한 커피, 텐저린 카푸치노와 오렌지 초콜릿 맛이 나는 텐저린 라떼 그리고 김사홍 바리스타의 2016년 세계대회 에스프레소 루틴. 초미분을 걸러 화학적 쓴맛과 물리적인 텁텁한 자극을 줄여 만든 슈퍼 클린 에스프레소가 있다.","['커피', '카페', '음식']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
커피파인더,제주시 > 제주시내,"#카페 #음료 #커피
#수박주스 #음식 #아메리카노 #카페라떼 #카페모카 #쿠키 #디저트 #에이드 #과일주스 #주스",제주특별자치도 제주시 서광로32길 20,0,0,0,0,894,2,"커피파인더는 제주시청 근처 골목길 안쪽에 숨어 있습니다. 한 잔의 음료 너머의 것들을 찾아 헤매고 있습니다. 그 여정에서 무엇을 찾고, 나누고, 발전하고, 행복해하는지 지켜봐주세요.",,"평일 : 10:00 ~ 01:00 , 주말 : 10:00 ~ 01:00","현금결제,카드결제,화장실,무료 WIFI",,"상세정보
확장됨

커피파인더는 제주시청 근처 골목길 안쪽에 위치해있다.
카페 내부는 2층으로 이루어져 있어 넓고 시원한 느낌을 주는 인테리어이다.
대표메뉴로는 수박쥬스가 있다. 수박쥬스를 처음 먹는 사람도 평이 좋을만큼 대중적으로 인기가 많은 음료이다.

 ","['카페', '음료', '커피', '수박주스', '음식', '아메리카노', '카페라떼', '카페모카', '쿠키', '디저트', '에이드', '과일주스', '주스']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
컬쳐드 아라점,제주시 > 제주시내,"#베라체 #파스타 #리조또
#피자 #음식 #식당",제주특별자치도 제주시 승천로 81,0,0,0,0,88,0,제주시 아라동에 위치해 있는 양식전문점인 컬쳐드는 감성적인 분위기의 인테리어와 다양한 음식들로 남녀노소 여유를 즐길 수 있는 곳이다.,쉬는시간: 15:00~17:00,"평일 : 11:30 ~ 21:00 , 주말 : 11:30 ~ 21:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

감성적인 분위기의 레스토랑 컬쳐드

제주시 아라동에 위치해 있는 양식전문점인 컬쳐드는 감성적인 분위기의 인테리어와 다양한 음식들로 남녀노소 여유를 즐길 수 있는 곳이다. 이 곳에는 다양한 음식들이 있는데 그 중에서 마늘이 듬뿍 들어간 알리오 올리오 파스타와 다양한 토핑이 들어간 크림파스타, 토마토파스타, 다양한 종류의 리조또, 페스츄리 반죽으로 도우를 만들어 바삭한 식각을 내고 다양한 토핑을 올린 페스츄리 피자는 컬쳐드의 대표메뉴이다. 이 외에도 맥주, 와인 등 음식과 곁들일 술을 판매하고 있어 간단하게 한 잔 걸치기에 안성맞춤인 곳이다.","['베라체', '파스타', '리조또', '피자', '음식', '식당']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.2
컴플리트커피,제주시 > 제주시내,"#카페 #오름라떼 #커피
#케이크 #베이글 #샌드위치 #음식 #아메리카노 #에스프레소 #카페라떼 #에이드 #쿠키 #초코파운드",제주특별자치도 제주시 국기로4길 1,0,3,0,0,947,0,인테리어와 함께 특색 있는 메뉴가 매력적인 카페,월요일 10:00 - 21:00 / 일요일 10:00 - 17:00,"평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00","현금결제,카드결제",,"상세정보
확장됨

제주 시내에서 특색 있는 음료를 찾는다면 컴플리트 커피에서 ‘오름라떼’한잔

컴플리트 커피는 연동에 위치하여 제주공항과 약 10분 거리로 비교적 가까워 관광객들이 많이 찾고 있다.
이곳은 매장 규모는 크지 않고 아담하지만 공간을 활용한 여러 테이블과 아기자기한 소품들로 꾸며져 젊은이들에게 인기가 많은 곳이다.
특히 형형색색의 드라이플라워, 조명과 네온사인과 식물을 이용하여 꾸며진 벽면은 찾은 이들의 눈길을 끈다.


인테리어뿐만 아니라 이곳의 메뉴들은 맛있고 모양이 이쁘기로 유명하다.
특히 커피 메뉴 중 ‘오름라떼’는 아이스라떼에 바닐라 아이스크림, 콩가루를 뿌려 고소함과 달콤함을 더해 인기가 많다.
그 외 디저트로 케이크, 베이글, 샌드위치 등을 팔고 있으니 출출함도 달랠 수 있다.
다양하고 맛있는 메뉴와 심플하면서도 개성 있는 인테리어로 눈과 입이 즐거운 곳을 찾는다면 컴플리트 커피를 들러보길 바란다.

 ","['카페', '오름라떼', '커피', '케이크', '베이글', '샌드위치', '음식', '아메리카노', '에스프레소', '카페라떼', '에이드', '쿠키', '초코파운드']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
컴홈,제주시 > 제주시내,"#카페 #커피 #브런치
#음식 #밀크티 #돈가스 #수제돈까스 #돈까스 #치즈돈까스",제주특별자치도 제주시 노형6길 9,0,0,0,0,"1,698",0,카페 컴홈은 간단한 식사가 가능한 브런치&디저트카페이다.,일요일 휴무,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00",,,"상세정보
확장됨

컴홈카페는 집에서 즐기는 브런치와 디저트라는 테마로 모든메뉴를 홈메이드 방식으로 직접 만들어 제공하는 홈스타일 카페이다.
직접구운 식빵으로 만든 샌드위치와 브런치메뉴, 밀가루와 커피시럽을 넣지 않은 티라미수를 주 메뉴로 판매하고 있다.
정기휴무는 매주 일요일이다.","['카페', '커피', '브런치', '음식', '밀크티', '돈가스', '수제돈까스', '돈까스', '치즈돈까스']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1.175
